smiles,cano_smiles,CMC,ST,KOW,i,tox_pred_label_sum
O=C(OCC1(O)CCCC1)C(O)(C(F)(F)F)C(F)(F)F,O=C(OCC1(O)CCCC1)C(O)(C(F)(F)F)C(F)(F)F,-0.06805085,31.950531,2.13935,0,0.0
O=C(CC(F)(F)F)CS(=O)(=O)O,O=C(CC(F)(F)F)CS(=O)(=O)O,0.20116568,40.066776,-1.4964361,0,0.0
Nc1nc(F)cc(F)c1C(F)(F)F,Nc1nc(F)cc(F)c1C(F)(F)F,0.20379944,27.92799,2.1305602,0,0.0
CCOC(=O)CC(=O)C(F)(F)C(F)(F)CO,CCOC(=O)CC(=O)C(F)(F)C(F)(F)CO,-0.43153268,28.052114,0.9632818,0,0.0
O=C1CC(O)(C(F)(F)F)C1(F)F,O=C1CC(O)(C(F)(F)F)C1(F)F,-0.035108585,22.281033,0.9330088,0,0.0
CCOC(C)(C(C)=O)C(F)(F)C(I)C(F)(F)F,CCOC(C)(C(C)=O)C(F)(F)C(I)C(F)(F)F,-0.12525536,26.255655,2.9592736,0,0.0
CC(F)(F)C(O)C(F)(F)F,CC(F)(F)C(O)C(F)(F)F,0.7098547,18.24422,1.4906062,0,0.0
FC(F)(F)C(F)(F)OC12CCC3C(C=CN31)C2,FC(F)(F)C(F)(F)OC12CCC3C(C=CN31)C2,-0.31148905,30.383936,2.7624335,0,0.0
O=C1CC(C(F)(F)F)C(OCC(F)(F)F)O1,O=C1CC(C(F)(F)F)C(OCC(F)(F)F)O1,-0.16640046,24.751484,1.5439672,0,0.0
FC(F)(F)C(F)(I)C(F)(F)COCCC1CO1,FC(F)(F)C(F)(I)C(F)(F)COCCC1CO1,-0.01893853,25.525873,3.0140157,0,0.0
FC(F)(F)CC(F)(Br)COCC1CO1,FC(F)(F)CC(F)(Br)COCC1CO1,0.70023435,27.390127,2.047692,0,0.0
CCOP(=O)(OCC)OCC(F)(F)C(F)F,CCOP(=O)(OCC)OCC(F)(F)C(F)F,0.05121048,26.1728,1.4839269,0,0.0
FC(F)(F)C(F)(F)C12CCC(C1)O2,FC(F)(F)C(F)(F)C12CCC(C1)O2,-0.17612974,22.036192,2.2724974,0,0.0
O=S(=O)(O)C1(C(F)(F)F)CCCCCCC1,O=S(=O)(O)C1(C(F)(F)F)CCCCCCC1,0.6335502,37.958214,0.1988309,0,0.0
CCOP(=O)(CC(F)(F)C(F)F)OCC(=O)OC,CCOP(=O)(CC(F)(F)C(F)F)OCC(=O)OC,-0.33261922,29.62412,1.0297607,0,0.0
CC(=O)CCC(=O)C(F)(F)F,CC(=O)CCC(=O)C(F)(F)F,0.19906981,27.796612,0.51692396,0,0.0
OCc1cc(C(F)(F)F)cc(F)c1F,OCc1cc(C(F)(F)F)cc(F)c1F,-0.047558147,29.333002,2.5195446,0,0.0
O=C1COC(O)(C(F)(F)F)C(F)(F)O1,O=C1COC(O)(C(F)(F)F)C(F)(F)O1,-0.28955513,27.61524,0.84397715,0,0.0
FC(F)(F)C1CCCOC1(F)F,FC(F)(F)C1CCCOC1(F)F,0.2154636,20.28446,2.3973455,0,0.0
C[C@H](O)c1ccc(F)cc1C(F)(F)F,C[C@H](O)c1ccc(F)cc1C(F)(F)F,0.15386528,29.956598,2.6492343,0,0.0
NC(=O)CC(O)(C(F)F)C(F)(F)F,NC(=O)CC(O)(C(F)F)C(F)(F)F,0.08470312,28.041729,0.341823,0,0.0
CCOP(=O)(OCC)C(C)OC(F)(F)C(F)F,CCOP(=O)(OCC)C(C)OC(F)(F)C(F)F,0.3087409,26.210526,1.7808079,0,0.0
COC(=O)c1cc(F)cc(C(F)(F)F)c1,COC(=O)c1cc(F)cc(C(F)(F)F)c1,-0.29414254,29.612202,3.2239723,0,0.0
CC(C=O)CC(O)(C(F)(F)F)C(F)(F)F,CC(C=O)CC(O)(C(F)(F)F)C(F)(F)F,-0.05186925,23.518213,1.7965847,0,0.0
COC(C)(F)CC(F)(F)C(F)(F)CO,COC(C)(F)CC(F)(F)C(F)(F)CO,0.18589222,20.682215,1.8014364,0,0.0
COC(=O)c1cc(F)cc(F)c1C(F)(F)F,COC(=O)c1cc(F)cc(F)c1C(F)(F)F,-0.4336112,28.681385,3.064156,0,0.0
Nc1c(C(F)(F)F)cccc1S(=O)(=O)O,Nc1c(C(F)(F)F)cccc1S(=O)(=O)O,-0.01960804,42.005657,-1.327649,0,0.0
Nc1cc(F)c(F)c(C(F)(F)F)n1,Nc1cc(F)c(F)c(C(F)(F)F)n1,-0.082245216,28.465206,2.0408566,0,0.0
NC(F)(F)C(F)(F)C(O)(F)F,NC(F)(F)C(F)(F)C(O)(F)F,0.67434406,17.630852,1.0972878,0,0.0
CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)F,CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)F,0.24225321,22.964222,2.317994,0,0.0
CC1(CCO)CC(F)(F)C(F)(F)C1(F)F,CC1(CCO)CC(F)(F)C(F)(F)C1(F)F,-0.53862715,21.20835,2.512384,0,0.0
FC(F)CC(Br)C(F)(F)F,FC(F)CC(Br)C(F)(F)F,0.63197184,20.78876,2.5833783,0,0.0
O=P(O)(CCF)OCC(F)(F)C(F)F,O=P(O)(CCF)OCC(F)(F)C(F)F,0.033380993,26.863617,0.55465084,0,0.0
COC1=CC(O)C(F)(F)C1(F)F,COC1=CC(O)C(F)(F)C1(F)F,-0.113281325,22.81936,1.2064599,0,0.0
Cc1cc(F)cc(C(F)(F)F)n1,Cc1cc(F)cc(C(F)(F)F)n1,0.008149845,25.187588,2.3511667,0,0.0
CC(C)(O)C(F)(F)C(F)F,CC(C)(O)C(F)(F)C(F)F,0.34964472,20.348082,1.4247717,0,0.0
CC1(CCO)CC(F)(F)C1(F)F,CC1(CCO)CC(F)(F)C1(F)F,-0.003965658,23.171642,1.8527542,0,0.0
OC1(OC(F)(F)C(F)(F)F)CCCCCCO1,OC1(OC(F)(F)C(F)(F)F)CCCCCCO1,0.3690502,29.36239,2.726759,0,0.0
CN1C(C)(F)OC(F)(F)C1(F)F,CN1C(C)(F)OC(F)(F)C1(F)F,-0.07127426,16.920332,2.1183803,0,0.0
O=P(O)(OCC1CCC(C(F)(F)F)OC1)C(F)(F)F,O=P(O)(OCC1CCC(C(F)(F)F)OC1)C(F)(F)F,-0.3410056,28.402515,1.0050176,0,0.0
N=C(N)C(F)(F)C(=O)OCC(F)(F)C(F)F,N=C(N)C(F)(F)C(=O)OCC(F)(F)C(F)F,-0.2957031,24.833447,1.292231,0,0.0
CC(=O)CCC(C)(O)C(F)(F)F,CC(=O)CCC(C)(O)C(F)(F)F,0.26680928,27.547771,0.8104417,0,0.0
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N[C@H]1CCCC[C@H]1O,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N[C@H]1CCCC[C@H]1O,-0.48261628,31.340128,2.0216136,0,0.0
O=C(O)Cc1ccc(OC(F)(F)C(F)F)cc1,O=C(O)Cc1ccc(OC(F)(F)C(F)F)cc1,-0.23150691,34.210896,2.4739811,0,0.0
O=C1OCC(F)(C(F)(F)F)O1,O=C1OCC(F)(C(F)(F)F)O1,-0.09711546,24.593014,0.91821086,0,0.0
CCC(CC)(C(=O)OC)P(=O)(O)OCC(F)(F)C(F)F,CCC(CC)(C(=O)OC)P(=O)(O)OCC(F)(F)C(F)F,-0.12857655,30.81428,1.7298479,0,0.0
OC(O)CC(F)(F)F,OC(O)CC(F)(F)F,0.9366061,26.220774,0.093537204,0,0.0
Cn1ccc(S(=O)(=O)O)c1C(F)(F)F,Cn1ccc(S(=O)(=O)O)c1C(F)(F)F,-0.121743396,40.87477,-1.6172845,0,0.0
Cc1ncc(C(F)(F)F)s1,Cc1ncc(C(F)(F)F)s1,0.21200183,26.835117,2.073586,0,0.0
FC(F)(F)COCC1CO1,FC(F)(F)COCC1CO1,0.9872532,24.697962,0.68607014,0,0.0
COC(=O)C(F)(F)OC(F)(F)C(C)(O)F,COC(=O)C(F)(F)OC(F)(F)C(C)(O)F,0.19582808,21.140194,1.6469386,0,0.0
CC(C)(N=O)C(F)(F)F,CC(C)(N=O)C(F)(F)F,0.602685,22.22253,1.4043776,0,0.0
FC(F)(F)C12CCOCC1CC2(F)F,FC(F)(F)C12CCOCC1CC2(F)F,-0.27500913,23.609577,2.1703389,0,0.0
FC(F)(F)OC1C=CCO1,FC(F)(F)OC1C=CCO1,0.45569438,24.092842,1.2109344,0,0.0
CCOC(=O)C(C)(O)OCC(F)(F)C(F)F,CCOC(=O)C(C)(O)OCC(F)(F)C(F)F,0.14178732,27.56287,1.4572744,0,0.0
Cc1cc(F)c(F)c(C(=O)C(F)(F)F)c1,Cc1cc(F)c(F)c(C(=O)C(F)(F)F)c1,-0.10967054,27.41152,3.1107998,0,0.0
NC1=NC(F)C(F)(F)C1(F)F,NC1=NC(F)C(F)(F)C1(F)F,-0.000822431,20.597082,1.0102906,0,0.0
C[C@H](CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C[C@H](CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,-0.8613943,28.28851,1.4613179,0,0.0
OCc1ccc(F)c(C(F)(F)F)c1F,OCc1ccc(F)c(C(F)(F)F)c1F,-0.024074126,29.81492,2.3992407,0,0.0
CC(F)(Cl)C(F)(F)C(I)CC(=O)O,CC(F)(Cl)C(F)(F)C(I)CC(=O)O,-0.14709516,31.88766,2.222386,0,0.0
O=C(NCC(O)CO)OCC(F)(F)C(F)F,O=C(NCC(O)CO)OCC(F)(F)C(F)F,0.27332512,37.956707,0.098473,0,0.0
CCOC(=O)C(F)C(F)(F)C(F)(F)F,CCOC(=O)C(F)C(F)(F)C(F)(F)F,-0.11330821,19.131521,2.2164283,0,0.0
C=C(CC)C(F)(F)C(F)(F)C(CC)CO,C=C(CC)C(F)(F)C(F)(F)C(CC)CO,0.73027104,23.275082,3.5553832,0,0.0
NC(=O)C(F)(F)C(F)(F)C(=O)F,NC(=O)C(F)(F)C(F)(F)C(=O)F,0.057493962,23.41605,0.5667313,0,0.0
OC(F)(F)C(F)c1ccc(Cl)cc1,OC(F)(F)C(F)c1ccc(Cl)cc1,0.3315613,29.64133,2.8386447,0,0.0
OCCNc1c(F)cc(C(F)(F)F)cc1F,OCCNc1c(F)cc(C(F)(F)F)cc1F,0.063051246,35.338184,2.2240322,0,0.0
CCC(=O)N1CCC(F)(F)C1(F)F,CCC(=O)N1CCC(F)(F)C1(F)F,-0.01152054,26.862164,1.6566626,0,0.0
FC(F)(F)C(F)(Br)CCOCC1CO1,FC(F)(F)C(F)(Br)CCOCC1CO1,0.59171313,27.687511,2.1203604,0,0.0
FC(F)(F)Cn1cncn1,FC(F)(F)Cn1cncn1,0.6075701,31.313211,0.32902718,0,0.0
O=C(N1CCO1)C1(F)OC1(F)C(F)(F)F,O=C(N1CCO1)C1(F)OC1(F)C(F)(F)F,-0.28649336,30.65092,1.4091675,0,0.0
OCCC(O)(C(F)(F)F)C(F)(F)F,OCCC(O)(C(F)(F)F)C(F)(F)F,0.19182166,24.289856,1.2132566,0,0.0
CCCC(I)CCOC(=O)NC(O)C(F)(F)C(F)(F)C(F)(F)F,CCCC(I)CCOC(=O)NC(O)C(F)(F)C(F)(F)C(F)(F)F,-0.05363967,31.126465,4.1342516,0,0.0
CC(C)C(C)(O)C(F)(F)F,CC(C)C(C)(O)C(F)(F)F,0.7840892,20.608366,2.080428,0,0.0
CC(F)(F)C(O)(F)C(F)(F)F,CC(F)(F)C(O)(F)C(F)(F)F,0.37909538,16.747986,1.9521633,0,0.0
O=C(CC(=O)N1CCOCC1)OCC(F)(F)C(F)(F)S(=O)(=O)O,O=C(CC(=O)N1CCOCC1)OCC(F)(F)C(F)(F)S(=O)(=O)O,-1.1589586,50.328125,-1.2067018,0,0.0
OC(F)(C(F)(F)F)C(F)(F)CCC1CO1,OC(F)(C(F)(F)F)C(F)(F)CCC1CO1,0.018656682,23.092289,1.924414,0,0.0
FC(F)(F)C(F)(Cl)COC1CO1,FC(F)(F)C(F)(Cl)COC1CO1,0.4803032,23.927631,1.8270261,0,0.0
COC(=O)CC(O)CC(F)(F)C(F)F,COC(=O)CC(O)CC(F)(F)C(F)F,-0.12000494,28.025883,1.0214937,0,0.0
C[Sn](=O)C(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[Sn](=O)C(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-0.45841947,30.520382,2.407909,0,0.0
O=C(C12CCCCC1CC2)C(F)(F)C(F)(F)F,O=C(C12CCCCC1CC2)C(F)(F)C(F)(F)F,0.20339417,27.80482,3.4322288,0,0.0
Nc1ncc(C(F)(F)F)nc1F,Nc1ncc(C(F)(F)F)nc1F,0.27496856,30.99876,1.4131675,0,0.0
NC(=O)c1cc(F)c(F)c(C(F)(F)F)c1,NC(=O)c1cc(F)c(F)c(C(F)(F)F)c1,-0.26521477,32.345695,2.2029548,0,0.0
CC(I)(CC(F)(F)F)OCCO,CC(I)(CC(F)(F)F)OCCO,1.0910572,31.964237,1.955172,0,0.0
CC1(C)OCCCC(O)(C(F)(F)F)C1(F)F,CC1(C)OCCCC(O)(C(F)(F)F)C1(F)F,-0.41227096,23.564854,2.3451674,0,0.0
C[C@H](CC(F)(F)C(F)(F)C(F)(F)F)C(=O)O,C[C@H](CC(F)(F)C(F)(F)C(F)(F)F)C(=O)O,-0.47147378,21.312595,2.1911511,0,0.0
FCC(F)C(F)(F)CBr,FCC(F)C(F)(F)CBr,0.6049112,21.913624,2.0057967,0,0.0
CC(=O)O[C@H](CCC(C)(F)C(F)(F)F)C(=O)O,CC(=O)O[C@H](CCC(C)(F)C(F)(F)F)C(=O)O,-0.1414634,29.008274,1.7271551,0,0.0
Nc1nc(F)c(C(F)(F)F)c(F)n1,Nc1nc(F)c(C(F)(F)F)c(F)n1,0.27797166,28.54096,1.6823908,0,0.0
CCCOP(=O)(CC(=O)OCC)C(F)(F)C(F)(F)F,CCCOP(=O)(CC(=O)OCC)C(F)(F)C(F)(F)F,-0.3148181,25.6862,2.27194,0,0.0
FC(F)(F)C[C@H]1CCCC[C@H]1I,FC(F)(F)C[C@H]1CCCC[C@H]1I,0.87413806,30.309982,4.2791314,0,0.0
C[C@H](CC(=O)O)C(F)(F)C(F)F,C[C@H](CC(=O)O)C(F)(F)C(F)F,0.11596215,25.290586,1.6734402,0,0.0
FC(F)(F)CCCC(F)(F)COC1CO1,FC(F)(F)CCCC(F)(F)COC1CO1,0.88436925,23.45786,2.358707,0,0.0
CC(O)(CC(=O)F)C(F)(F)F,CC(O)(CC(=O)F)C(F)(F)F,0.33598313,23.49042,0.9592659,0,0.0
FC(F)C(F)(F)C(F)(F)CC1CO1,FC(F)C(F)(F)C(F)(F)CC1CO1,-0.0758327,20.897049,1.9046719,0,0.0
OCCC1(C(F)(F)F)C=CC1(F)F,OCCC1(C(F)(F)F)C=CC1(F)F,-0.18906239,23.186874,1.9490887,0,0.0
C[C@H](CO)C(O)(C(F)(F)F)C(F)(F)F,C[C@H](CO)C(O)(C(F)(F)F)C(F)(F)F,0.09029548,24.241016,1.6801996,0,0.0
CCOC(=O)CC(C)(O)C(F)(F)F,CCOC(=O)CC(C)(O)C(F)(F)F,0.13300093,26.0725,1.322623,0,0.0
CC1OCCC(CO)(C(F)(F)F)C1(F)F,CC1OCCC(CO)(C(F)(F)F)C1(F)F,-0.36429513,25.17516,1.6702845,0,0.0
CC(F)(C(=O)CF)C(F)(F)F,CC(F)(C(=O)CF)C(F)(F)F,0.21327412,19.70103,1.3220559,0,0.0
Nc1nc(F)c(C(F)(F)F)nc1F,Nc1nc(F)c(C(F)(F)F)nc1F,0.16669817,29.09162,1.7448921,0,0.0
COc1cc(C(=O)O)ccc1OCC(F)(F)C(F)F,COc1cc(C(=O)O)ccc1OCC(F)(F)C(F)F,-0.16484793,35.328667,2.4075322,0,0.0
OC1(F)C(Br)C(F)(F)C1(F)F,OC1(F)C(Br)C(F)(F)C1(F)F,-0.09092125,22.198023,1.977794,0,0.0
C[C@H](CC(F)(F)C(F)(F)F)C(=O)O,C[C@H](CC(F)(F)C(F)(F)F)C(=O)O,0.018457532,23.353643,1.8963604,0,0.0
C=NCC(O)(C(F)(F)F)C(F)(F)F,C=NCC(O)(C(F)(F)F)C(F)(F)F,0.13325915,21.902988,1.2986311,0,0.0
Cc1cc(C(F)(F)F)ncc1N,Cc1cc(C(F)(F)F)ncc1N,0.36519444,32.176826,1.8451128,0,0.0
FC(F)(F)C1CCC2(OC1)OC2(F)F,FC(F)(F)C1CCC2(OC1)OC2(F)F,-0.14027977,21.807737,2.3906798,0,0.0
CCC(F)(F)C(F)(F)C=N,CCC(F)(F)C(F)(F)C=N,0.7266329,20.072426,1.6244494,0,0.0
FC(F)(F)[C@H]1CCCC[C@H]1I,FC(F)(F)[C@H]1CCCC[C@H]1I,0.8838078,28.853857,3.9202037,0,0.0
NC1(F)C(F)(F)N(CC(=O)O)C1(F)F,NC1(F)C(F)(F)N(CC(=O)O)C1(F)F,-0.30008712,24.947954,-0.68597466,0,0.0
FC(F)(F)C(F)(F)C(F)(Cl)CCOCC1CO1,FC(F)(F)C(F)(F)C(F)(Cl)CCOCC1CO1,0.09484279,23.73358,2.747558,0,0.0
O=C1CC(C(O)(F)F)CC(F)(F)C1(F)F,O=C1CC(C(O)(F)F)CC(F)(F)C1(F)F,-0.34537366,21.468893,1.6666437,0,0.0
NC(=O)CC(O)(C(F)(F)F)C(F)(F)F,NC(=O)CC(O)(C(F)(F)F)C(F)(F)F,-0.061689146,26.057938,0.73218703,0,0.0
O=CC1CCC(F)(F)C1(F)F,O=CC1CCC(F)(F)C1(F)F,-0.12417556,23.216208,1.4947642,0,0.0
Nc1ncc(C(F)(F)F)c(F)n1,Nc1ncc(C(F)(F)F)c(F)n1,0.38992977,31.037058,1.290329,0,0.0
COC(=O)C1CCC(F)(F)C1(F)F,COC(=O)C1CCC(F)(F)C1(F)F,-0.38546863,23.350212,1.9812386,0,0.0
CC(F)(F)C(C(=O)O)C(F)(F)F,CC(F)(F)C(C(=O)O)C(F)(F)F,0.44522363,21.136326,1.5210906,0,0.0
Nc1nc(F)c(CO)c(C(F)(F)F)n1,Nc1nc(F)c(CO)c(C(F)(F)F)n1,0.051547743,36.09546,0.8377105,0,0.0
CCOC(F)(C(=O)OC(C)C(OC(C)C)C(=O)OC)C(F)(F)F,CCOC(F)(C(=O)OC(C)C(OC(C)C)C(=O)OC)C(F)(F)F,0.22071223,26.110325,2.8089921,0,0.0
CCOC(=O)C[C@@H](N)[C@H](CC(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,CCOC(=O)C[C@@H](N)[C@H](CC(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,-1.0203254,35.997887,0.07716405,0,0.0
FC(F)(F)COCI,FC(F)(F)COCI,1.0093248,26.084799,1.8440819,0,0.0
COC(CC(C)=O)ON=C(C(F)(F)F)C(F)(F)F,COC(CC(C)=O)ON=C(C(F)(F)F)C(F)(F)F,-0.18534617,24.010551,2.2463539,0,0.0
O=C(O)N1CC(C(F)(F)F)CC(C(F)(F)F)C1,O=C(O)N1CC(C(F)(F)F)CC(C(F)(F)F)C1,-0.022194523,30.848206,2.0028872,0,0.0
OCC1(F)COCC(F)(F)C1(F)F,OCC1(F)COCC(F)(F)C1(F)F,-0.47927165,23.788755,0.91328084,0,0.0
CCOC(=O)C#CC(C)C(F)(F)F,CCOC(=O)C#CC(C)C(F)(F)F,0.47462025,24.045599,2.5123603,0,0.0
O=C1CCCCC1C(F)(F)C(F)F,O=C1CCCCC1C(F)(F)C(F)F,0.13840787,27.834625,1.886,0,0.0
OC(F)(F)c1ccc(C(F)(F)F)nc1,OC(F)(F)c1ccc(C(F)(F)F)nc1,-0.066859454,25.659485,2.050929,0,0.0
O=C1CC(C(F)(F)F)CC(C(F)(F)F)=NN1,O=C1CC(C(F)(F)F)CC(C(F)(F)F)=NN1,-0.1457595,28.407267,1.6565058,0,0.0
C=CCOCC(C)(N)C(F)(F)C(F)(F)F,C=CCOCC(C)(N)C(F)(F)C(F)(F)F,0.49807972,21.21799,2.1265244,0,0.0
O=S(=O)(OCC(F)(F)C(F)(F)F)C1CCCCC1,O=S(=O)(OCC(F)(F)C(F)(F)F)C1CCCCC1,-0.09993026,34.17476,2.9710917,0,0.0
CC(F)(F)S(=O)(=O)O,CC(F)(F)S(=O)(=O)O,0.6281589,30.884949,-2.2214308,0,0.0
CCC(I)CC(F)(F)C(F)(F)F,CCC(I)CC(F)(F)C(F)(F)F,0.4395865,22.82937,3.9036624,0,0.0
O=C1COC(C(F)(F)F)=N1,O=C1COC(C(F)(F)F)=N1,0.28799957,28.515345,0.43132228,0,0.0
CC(C)(CO)C(F)(F)C(F)F,CC(C)(CO)C(F)(F)C(F)F,0.50333035,22.024666,1.8705146,0,0.0
CCC(F)(F)C(F)(F)C(=O)O,CCC(F)(F)C(F)(F)C(=O)O,0.30608034,20.646696,1.6110954,0,0.0
C=CC1CCC(F)(F)C(F)(F)C1F,C=CC1CCC(F)(F)C(F)(F)C1F,-0.054853134,20.366741,3.142124,0,0.0
CC(=O)C(C(N)=O)C(C(F)(F)F)C(F)(F)F,CC(=O)C(C(N)=O)C(C(F)(F)F)C(F)(F)F,-0.06040583,26.969555,1.070564,0,0.0
FP(C(F)(F)F)C(F)(F)C1CO1,FP(C(F)(F)F)C(F)(F)C1CO1,0.24231024,18.927433,1.643523,0,0.0
CC(=O)OC(N)C(C(F)(F)F)C(F)(F)F,CC(=O)OC(N)C(C(F)(F)F)C(F)(F)F,0.08459823,22.883406,1.5397999,0,0.0
COC(=O)N1CC(F)(F)C1(F)F,COC(=O)N1CC(F)(F)C1(F)F,-0.077435665,25.51369,1.3724104,0,0.0
O=C(CO)NC(=O)C(F)(F)C(F)(F)F,O=C(CO)NC(=O)C(F)(F)C(F)(F)F,-0.008809644,31.587982,0.4779273,0,0.0
CC(C)(C)OC(=O)C(F)(C(=O)F)C(F)(F)F,CC(C)(C)OC(=O)C(F)(C(=O)F)C(F)(F)F,-0.1356751,21.093287,2.5084453,0,0.0
OC(F)(F)C(F)(F)CF,OC(F)(F)C(F)(F)CF,0.6690431,17.231123,1.2432334,0,0.0
CCC1(OC)CC(F)(F)C1(F)F,CCC1(OC)CC(F)(F)C1(F)F,0.13438353,20.022093,2.3594553,0,0.0
Cc1c(F)ccc(C(=O)C(F)(F)F)c1F,Cc1c(F)ccc(C(=O)C(F)(F)F)c1F,-0.16505818,27.661398,3.0872457,0,0.0
O=C(CC(=O)C(F)(F)F)N1CCCCC1,O=C(CC(=O)C(F)(F)F)N1CCCCC1,0.46366924,40.3054,1.00581,0,0.0
FN=CC(F)(F)C(F)F,FN=CC(F)(F)C(F)F,0.4672688,18.119469,1.4786764,0,0.0
CCNC(=O)C(F)(OCC)C(O)C(F)(F)F,CCNC(=O)C(F)(OCC)C(O)C(F)(F)F,0.8145402,28.196339,1.1071173,0,0.0
C=C(CO)CC(F)(F)C(F)F,C=C(CO)CC(F)(F)C(F)F,0.4522676,24.026115,1.415462,0,0.0
CCOC(=O)C(F)(OC)C(O)(O)C(F)(F)F,CCOC(=O)C(F)(OC)C(O)(O)C(F)(F)F,0.16212527,26.9761,0.88199234,0,0.0
O=C(O[C@H](O)OCC(F)(F)F)C(F)(F)F,O=C(O[C@H](O)OCC(F)(F)F)C(F)(F)F,0.19682899,23.558743,1.2298386,0,0.0
O=C(O)C(F)(CF)CC(F)(F)F,O=C(O)C(F)(CF)CC(F)(F)F,0.2445513,22.301388,1.1833569,0,0.0
C=C(N)C(F)(F)F,C=C(N)C(F)(F)F,0.95240307,18.20485,0.69161576,0,0.0
O=C(O)C(F)(F)CC(F)(F)CF,O=C(O)C(F)(F)CC(F)(F)CF,0.15279537,20.878529,1.1162182,0,0.0
CON1C=CC(OC)(C(F)(F)F)NC1(F)F,CON1C=CC(OC)(C(F)(F)F)NC1(F)F,0.10552154,25.42756,1.3354222,0,0.0
O=P1(F)OCC(F)(F)C1(F)F,O=P1(F)OCC(F)(F)C1(F)F,-0.11352178,20.79227,0.64902663,0,0.0
NC(=O)c1cc(F)cc(C(F)(F)F)c1F,NC(=O)c1cc(F)cc(C(F)(F)F)c1F,-0.25625366,31.490057,1.9399445,0,0.0
CC(=O)C(O)(F)C(F)(F)F,CC(=O)C(O)(F)C(F)(F)F,0.41369668,23.169474,0.71132743,0,0.0
CCOC(CC)C(F)(F)C(=O)OC,CCOC(CC)C(F)(F)C(=O)OC,0.71643966,23.664185,1.8008798,0,0.0
CC(F)(F)C(C)(F)C(=O)O,CC(F)(F)C(C)(F)C(=O)O,0.2911566,22.036932,1.1787897,0,0.0
COCC(C)(OC)C(F)(F)C(O)C(F)(F)F,COCC(C)(OC)C(F)(F)C(O)C(F)(F)F,0.6502994,22.011635,1.5414634,0,0.0
O=C(O)C1(CC(F)(F)F)CC1,O=C(O)C1(CC(F)(F)F)CC1,0.3513874,28.791317,1.4362075,0,0.0
COC(=O)C(F)(F)C(F)(F)C(C)=O,COC(=O)C(F)(F)C(F)(F)C(C)=O,-0.30132347,22.236135,0.9372751,0,0.0
NC(F)(F)C(F)(C(=O)O)C(F)(F)F,NC(F)(F)C(F)(C(=O)O)C(F)(F)F,0.30101028,20.984089,0.41035455,0,0.0
O=C(CCC(F)(F)F)CS(=O)(=O)O,O=C(CCC(F)(F)F)CS(=O)(=O)O,0.10994907,40.47901,-1.3766661,0,0.0
CO[C@H](CC(O)(C(F)(F)F)C(F)(F)F)Nc1ccccc1,CO[C@H](CC(O)(C(F)(F)F)C(F)(F)F)Nc1ccccc1,-0.25174966,32.48724,3.4055653,0,0.0
CNC(=O)C(F)(Cl)C(F)(F)F,CNC(=O)C(F)(Cl)C(F)(F)F,0.27317682,24.795841,1.3151066,0,0.0
CCOC(=O)C(OC(C)=O)C(F)(F)C(F)(F)F,CCOC(=O)C(OC(C)=O)C(F)(F)C(F)(F)F,-0.35204697,24.083487,2.094397,0,0.0
C=CC(OCC)OP(=O)(OCC)C(F)(F)F,C=CC(OCC)OP(=O)(OCC)C(F)(F)F,0.552313,25.841293,1.6793417,0,0.0
OCC(CO)(C(F)(F)F)C(F)(F)F,OCC(CO)(C(F)(F)F)C(F)(F)F,0.21148558,24.78223,1.1600323,0,0.0
CC(=O)CC(=O)C(F)(N(C)F)C(F)(F)F,CC(=O)CC(=O)C(F)(N(C)F)C(F)(F)F,-0.2078764,25.165176,0.8749075,0,0.0
NC(=O)N=C(O)c1cc(F)c(C(F)(F)F)cc1F,NC(=O)N=C(O)c1cc(F)c(C(F)(F)F)cc1F,-0.49818987,36.321632,2.2556262,0,0.0
CCOC(=O)CC(OC(F)(F)F)C(F)(F)OC,CCOC(=O)CC(OC(F)(F)F)C(F)(F)OC,0.18002245,22.087185,2.3909278,0,0.0
CC1NC(=O)C(F)(C(F)(F)F)C1(F)F,CC1NC(=O)C(F)(C(F)(F)F)C1(F)F,-0.45477772,21.352203,1.6780075,0,0.0
C=CC(C(=O)OC)C(F)(F)C(F)(F)F,C=CC(C(=O)OC)C(F)(F)C(F)(F)F,-0.028381884,21.005451,2.472129,0,0.0
COC(=O)COC(F)(F)C(F)OC(F)(F)F,COC(=O)COC(F)(F)C(F)OC(F)(F)F,0.37233567,20.910503,1.8449911,0,0.0
CCC(F)(F)C(F)(F)CS(=O)(=O)O,CCC(F)(F)C(F)(F)CS(=O)(=O)O,0.19190328,29.65304,-0.54991895,0,0.0
C[C@H]1CC[C@H](C(F)(F)F)C(O)(CO)O1,C[C@H]1CC[C@H](C(F)(F)F)C(O)(CO)O1,0.24103484,31.774174,1.0134516,0,0.0
